transaction_id,sender_id,receiver_id,amount,timestamp
T0466,acc48,acc32,18572.92,2025-01-02 23:45:00
T0467,acc38,acc43,15588.81,2025-01-02 23:50:00
T0468,acc8,acc28,2812.12,2025-01-02 23:55:00
T0469,acc5,acc43,18586.8,2025-01-03 00:00:00
T0470,acc43,acc5,3652.52,2025-01-03 00:05:00
T0471,acc29,acc38,13381.45,2025-01-03 00:10:00
T0472,acc36,acc9,6302.14,2025-01-03 00:15:00
T0473,acc16,acc11,2219.77,2025-01-03 00:20:00
T0474,acc18,acc50,15638.74,2025-01-03 00:25:00
T0475,acc7,acc16,5951.18,2025-01-03 00:30:00
T0476,acc44,acc17,9379.21,2025-01-03 00:35:00
T0477,acc24,acc8,6052.62,2025-01-03 00:40:00
T0478,acc20,acc1,20109.62,2025-01-03 00:45:00
T0479,acc45,acc48,17741.1,2025-01-03 00:50:00
T0480,acc6,acc50,16794.74,2025-01-03 00:55:00
T0481,acc34,acc42,19843.61,2025-01-03 01:00:00
T0482,acc26,acc16,9256.67,2025-01-03 01:05:00
T0483,acc22,acc30,21519.09,2025-01-03 01:10:00
T0484,acc14,acc36,10977.94,2025-01-03 01:15:00
T0485,acc3,acc5,19580.94,2025-01-03 01:20:00
T0486,acc4,acc7,2610.66,2025-01-03 01:25:00
T0487,acc31,acc26,5003.93,2025-01-03 01:30:00
T0488,acc45,acc34,17962.0,2025-01-03 01:35:00
T0489,acc1,acc36,18153.81,2025-01-03 01:40:00
T0490,acc14,acc23,18219.37,2025-01-03 01:45:00
T0491,acc10,acc9,23843.84,2025-01-03 01:50:00
T0492,acc37,acc11,15613.83,2025-01-03 01:55:00
T0493,acc38,acc42,17432.88,2025-01-03 02:00:00
T0494,acc17,acc5,23311.75,2025-01-03 02:05:00
T0495,acc29,acc2,21646.37,2025-01-03 02:10:00
T0496,acc18,acc33,2023.03,2025-01-03 02:15:00
T0497,acc27,acc43,18251.32,2025-01-03 02:20:00
T0498,acc43,acc30,8531.37,2025-01-03 02:25:00
T0499,acc9,acc30,16757.92,2025-01-03 02:30:00
T0500,acc40,acc35,23080.52,2025-01-03 02:35:00
